section,hscode,description,parent,level
VI,293392,Heterocyclic compounds; azinphos-methyl (ISO),2933,6
VI,293399,Heterocyclic compounds; n.e.c. in headings no. 2933,2933,6
VI,2934,"Nucleic acids and their salts, whether or not chemically defined; other heterocyclic compounds",29,4
VI,293410,Heterocyclic compounds; containing an unfused thiazole ring (whether or not hydrogenated) in the structure,2934,6
VI,293420,"Heterocyclic compounds; containing in the structure, a benzothiazole ring-system (whether or not hydrogenated), not further fused",2934,6
VI,293430,"Heterocyclic compounds; containing in the structure, a phenothiazine ring-system (whether or not hydrogenated), not further fused",2934,6
VI,293491,"Heterocyclic compounds; other heterocyclic compounds, n.e.c. in 2934.1, 2934.2 and 2934.3",2934,6
VI,293492,"Heterocyclic compounds; other fentanyls n.e.c. in 2934, and their derivatives",2934,6
VI,293499,"Nucleic acids and their salts, other heterocyclic compounds, n.e.c. in heading number 2934",2934,6
VI,2935,Sulphonamides,29,4
VI,293510,Sulphonamides; N-methylperfluorooctane sulphonamide,2935,6
VI,293520,Sulphonamides; N-ethylperfluorooctane sulphonamide,2935,6
VI,293530,Sulphonamides; N-ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,2935,6
VI,293540,Sulphonamides; N-(2-hydroxyethyl)-N-methylperfluorooctane sulphonamide,2935,6
VI,293550,Sulphonamides; other perfluorooctane sulphonamides,2935,6
VI,293590,Sulphonamides; n.e.c. in heading no. 2935,2935,6
VI,2936,"Provitamins, vitamins; natural or reproduced by synthesis (including natural concentrates) derivatives thereof used as vitamins, and intermixtures of the fore-going, whether or not in any solvent",29,4
VI,293621,"Vitamins; vitamins A and their derivatives, unmixed",2936,6
VI,293622,"Vitamins; vitamin B1 and its derivatives, unmixed",2936,6
VI,293623,"Vitamins; vitamin B2 and its derivatives, unmixed",2936,6
VI,293624,"Vitamins; D- or DL-pantothenic acid (vitamin B5) and its derivatives, unmixed",2936,6
VI,293625,"Vitamins; vitamin B6 and its derivatives, unmixed",2936,6
VI,293626,"Vitamins; vitamin B12 and its derivatives, unmixed",2936,6
VI,293627,"Vitamins; vitamin C and its derivatives, unmixed",2936,6
VI,293628,"Vitamins; vitamin E and its derivatives, unmixed",2936,6
VI,293629,"Vitamins; n.e.c. in item no. 2936.2, and their derivatives, unmixed",2936,6
VI,293690,"Vitamins; n.e.c. in heading no. 2936, including natural concentrates",2936,6
VI,2937,"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones.",29,4
VI,293711,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; somatotropin, its derivatives and structural analogues",2937,6
VI,293712,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; insulin and its salts",2937,6
VI,293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural analogues; other than somatotropin, (its derivatives and structural anaologues) and insulin and its salts",2937,6
VI,293721,"Steroidal hormones, their derivatives and structural analogues; cortisone, hydrocortisone, prednisone (dehydrocortisone) and prednisolone (dehydrohydrocortisone)",2937,6
VI,293722,"Steroidal hormones, their derivatives and structural analogues; halogenated derivatives of corticosteroidal hormones",2937,6
VI,293723,"Steroidal hormones, their derivatives and structural analogues; oestrogens and progestogens",2937,6
VI,293729,"Steroidal hormones, their derivatives and structural analogues; other than cortisone, hydrocortisone, prednisone (dehydrocortisone), prednisolone (dehydrohydrocortisone), halogenated derivatives of corticosteroidal hormones, oestrogen and progestogens",2937,6
VI,293750,"Prostaglandins, thromboxanes and leukotrienes, their derivatives and structural analogues",2937,6
VI,293790,"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; derivatives and structural analogues thereof, including chain modified polypeptides, used primarily as hormones, n.e.c. in heading 2937",2937,6
VI,2938,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives",29,4
VI,293810,Glycosides; rutoside (rutin) and its derivatives,2938,6
VI,293890,"Glycosides; natural or reproduced by synthesis, other than rutoside (rutin) and its derivatives",2938,6
VI,2939,"Alkaloids; natural or reproduced by synthesis, and their salts, ethers, esters and other derivatives",29,4
VI,293911,Alkaloids; of opium and their derivatives; salts thereof,2939,6
VI,293919,"Alkaloids; of opium and their derivatives; other than in 2939.11, salts thereof",2939,6
VI,293920,Alkaloids; of cinchona and their derivatives; salts thereof,2939,6
VI,293930,Alkaloids; caffeine and its salts,2939,6
VI,293941,Alkaloids; of ephedrine and their derivatives; salts thereof,2939,6
VI,293942,Alkaloids; of ephedrine and their derivatives; pseudoephedrine (INN) and its salts,2939,6
VI,293943,Alkaloids; of ephedrine and their derivatives; cathine (INN) and its salts,2939,6
VI,293944,Alkaloids; of ephedrine and their derivatives; norephedrine and its salts,2939,6
VI,293945,"Alkaloids; of ephedrine and their derivatives; levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts",2939,6
VI,293949,"Alkaloids; of ephedrine and their derivatives; other than ephedrine, pseudoephedrine (INN), norephedrine, cathine (INN), levometamfetamine, metamfetamine (INN), metamefetamine racemate and their salts",2939,6
VI,293951,"Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, fenetylline (INN) and its salts",2939,6
VI,293959,"Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, other than fenetylline",2939,6
VI,293961,"Alkaloids; of rye ergot and their derivatives, ergometrine (INN) and its salts",2939,6
VI,293962,"Alkaloids; of rye ergot and their derivatives, ergotamine (INN) and its salts",2939,6
VI,293963,"Alkaloids; of rye ergot and their derivatives, lysergic acid and its salts",2939,6
VI,293969,"Alkaloids; of rye ergot and their derivatives, salts thereof, n.e.c. in item no. 2939.6",2939,6
VI,293972,"Alkaloids; of vegetal origin, cocaine, ecgonine; salts, esters and other derivatives thereof",2939,6
VI,293979,"Alkaloids; of vegetal origin, other than cocaine, ecgonine; salts, esters and other derivatives; n.e.c. in heading no. 2939",2939,6
VI,293980,"Alkaloids; natural or reproduced by synthesis, and their salts, esters and other derivatives n.e.c. in heading no. 2939",2939,6
VI,2940,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39",29,4
VI,294000,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than the products of heading 29.37, 29.38, or 29.39",2940,6
VI,2941,Antibiotics,29,4
VI,294110,Antibiotics; penicillins and their derivatives with a penicillanic acid structure; salts thereof,2941,6
VI,294120,Antibiotics; streptomycins and their derivatives; salts thereof,2941,6
VI,294130,Antibiotics; tetracyclines and their derivatives; salts thereof,2941,6
VI,294140,Antibiotics; chloramphenicol and its derivatives; salts thereof,2941,6
VI,294150,Antibiotics; erythromycin and its derivatives; salts thereof,2941,6
VI,294190,Antibiotics; n.e.c. in heading no. 2941,2941,6
VI,2942,Organic compounds; n.e.c. in chapter 29,29,4
VI,294200,Organic compounds; n.e.c. in chapter 29,2942,6
VI,30,Pharmaceutical products,TOTAL,2
VI,3001,"Glands and other organs (extracts, secretions thereof) for organo-therapeutic uses, dried, powdered or not; heparin and its salts; other human or animal substances for therapeutic or prophylactic uses n.e.c.",30,4
VI,300120,"Glands and other organs; extracts of glands or other organs or of their secretions, for organo-therapeutic uses",3001,6
VI,300190,"Glands and other organs; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.c. in heading 3001",3001,6
VI,3002,"Human blood; animal blood for therapeutic, prophylactic or diagnostic uses; antisera, other blood fractions, immunological products, modified or obtained by biotechnological processes; vaccines, toxins, cultures of micro-organisms (excluding yeasts) etc",30,4
VI,300212,"Blood, human or animal, antisera, other blood fractions and immunological products; antisera and other blood fractions",3002,6
VI,300213,"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",3002,6
VI,300214,"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, mixed, put up in measured doses or in forms or packings for retail sale",3002,6
VI,300215,"Blood, human or animal, antisera, other blood fractions and immunological products; immunological products, put up in measured doses or in forms or packings for retail sale",3002,6
VI,300241,"Vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; for human medicine",3002,6
VI,300242,"Vaccines, toxins, cultures of micro-organisms (excluding yeasts) and similar products; for veterinary medicine",3002,6
VI,300249,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products; n.e.c. in item 3002.3",3002,6
VI,300251,"Cell cultures, whether or not modified; cell therapy products",3002,6
VI,300259,"Cell cultures, whether or not modified; other cell cultures not including cell therapy products",3002,6
VI,300290,"Toxins, cultures of micro-organisms (excluding yeasts) and similar products",3002,6
VI,3003,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) of two or more constituents mixed together for therapeutic or prophylactic use not in measured doses or in forms or packings for retail sale",30,4
VI,300310,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)",3003,6
VI,300320,"Medicaments; containing antibiotics other than penicillins, streptomycins and their derivatives, for therapeutic or prophylactic uses, (not in measured doses, not packaged for retail sale)",3003,6
VI,300331,"Medicaments; containing insulin, for therapeutic or prophylactic uses, not packaged for retail sale",3003,6
VI,300339,"Medicaments; containing hormones (excluding insulin), (but not containing antibiotics), for therapeutic or prophylactic uses, not packaged for retail sale",3003,6
VI,300341,"Medicaments; containing alkaloids or their derivatives, containing ephedrine or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",3003,6
VI,300342,"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",3003,6
VI,300343,"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, (not packaged for retail sale)",3003,6
VI,300349,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, (not packaged for retail sale)",3003,6
VI,300360,"Medicaments; containing antimalarial active principles described in subheading note 2 to this chapter, for therapeutic or prophylactic uses, (not packaged for retail sale)",3003,6
VI,300390,"Medicaments; (not containing antibiotics, hormones, alkaloids or their derivatives), for therapeutic or prophylactic uses, (not packaged for retail sale)",3003,6
VI,3004,"Medicaments; (not goods of heading no. 3002, 3005 or 3006) consisting of mixed or unmixed products for therapeutic or prophylactic use, put up in measured doses (incl. those in the form of transdermal admin. systems) or packed for retail sale",30,4
VI,300410,"Medicaments; containing penicillins, streptomycins or their derivatives, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300420,"Medicaments; containing antibiotics (other than penicillins, streptomycins or their derivatives), for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300431,"Medicaments; containing insulin, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300432,"Medicaments; containing corticosteroid hormones, their derivatives or structural analogues (but not containing antibiotics), for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300439,"Medicaments; containing hormones (but not insulin), adrenal cortex hormones or antibiotics, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300441,"Medicaments; containing alkaloids or their derivatives, containing ephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300442,"Medicaments; containing alkaloids or their derivatives, containing pseudoephedrine (INN) or its salts, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300443,"Medicaments; containing alkaloids or their derivatives, containing norephedrine or its salts, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300449,"Medicaments; containing alkaloids or their derivatives; other than ephedrine, pseudoephedrine (INN) or norephedrine or their salts; for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300450,"Medicaments; containing vitamins or their derivatives, for therapeutic or prophylactic use, packaged for retail sale",3004,6
VI,300460,"Medicaments; containing antimalarial active principles described in Subheading Note 2 to this Chapter, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,300490,"Medicaments; consisting of mixed or unmixed products n.e.c. in heading no. 3004, for therapeutic or prophylactic uses, packaged for retail sale",3004,6
VI,3005,"Wadding, gauze, bandages (dressings, adhesive plasters, poultices), impregnated or coated with pharmaceutical substances or in forms or packings for retail sale, for medical, surgical or veterinary use",30,4
VI,300510,"Dressings, adhesive; and other articles having an adhesive layer, packed for retail sale for medical, surgical, dental or veterinary purposes",3005,6
VI,300590,"Wadding, gauze, bandages and similar articles; (excluding adhesive dressings), impregnated or coated with pharmaceutical substances, packaged for retail sale",3005,6
VI,3006,Pharmaceutical goods,30,4
VI,300610,"Pharmaceutical goods; sterile surgical catgut, suture materials, tissue adhesives, laminaria, laminaria tents, absorbable surgical or dental haemostatics, and surgical or dental adhesion barriers",3006,6
VI,300630,"Pharmaceutical goods; opacifying preparations for x-ray examinations, diagnostic reagents designed to be administered to the patient",3006,6
VI,300640,"Pharmaceutical goods; dental cements and other dental fillings, bone reconstruction cements",3006,6
VI,300650,Pharmaceutical goods; first aid boxes and kits,3006,6
VI,300660,"Pharmaceutical goods; chemical contraceptive preparations based on hormones, on other products of heading 2937 or on spermicides",3006,6
VI,300670,Pharmaceutical goods; Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,3006,6
VI,300691,Pharmaceutical goods; appliances identifiable for ostomy use,3006,6
VI,300692,Pharmaceutical goods; waste pharmaceuticals,3006,6
VI,300693,"Pharmaceutical goods; placebos and blinded (or double-blinded) clinical trial kits for a recognised clinical trial, put up in measured doses",3006,6
VI,31,Fertilizers,TOTAL,2
VI,3101,"Fertilizers; animal or vegetable, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products",31,4
VI,310100,"Fertilizers, animal or vegetable; whether or not mixed together or chemically treated; fertilizers, produced by the mixing or chemical treatment of animal or vegetable products",3101,6
VI,3102,"Fertilizers; mineral or chemical, nitrogenous",31,4
VI,310210,"Fertilizers, mineral or chemical; nitrogenous, urea, whether or not in aqueous solution",3102,6
VI,310221,"Fertilizers, mineral or chemical; nitrogenous, ammonium sulphate",3102,6
VI,310229,"Fertilizers, mineral or chemical; nitrogenous, other than ammonium sulphate",3102,6
VI,310230,"Fertilizers, mineral or chemical; nitrogenous, ammonium nitrate, whether or not in aqueous solution",3102,6
VI,310240,"Fertilizers, mineral or chemical; ammonium nitrate with calcium carbonate or other inorganic non-fertilizing substances, mixtures thereof",3102,6
VI,310250,"Fertilizers, mineral or chemical; nitrogenous, sodium nitrate",3102,6
VI,310260,"Fertilizers, mineral or chemical; nitrogenous, double salts and mixtures of calcium nitrate and ammonium nitrate",3102,6
VI,310280,"Fertilizers, mineral or chemical; nitrogenous, mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution",3102,6
VI,310290,"Fertilizers, mineral or chemical; nitrogenous, other kinds including mixtures not specified in the foregoing subheadings",3102,6
VI,3103,"Fertilizers; mineral or chemical, phosphatic",31,4
VI,310311,"Fertilizers, mineral or chemical; phosphatic, superphosphates, containing by weight 35% or more of diphosphorus pentaoxide (P2O5)",3103,6
VI,310319,"Fertilizers, mineral or chemical; phosphatic, superphosphates, other than containing by weight 35% or more of diphosphorus pentaoxide (P2O5)",3103,6
VI,310390,"Fertilizers, mineral or chemical; phosphatic, n.e.c. in heading no. 3103",3103,6
VI,3104,"Fertilizers; mineral or chemical, potassic",31,4
VI,310420,"Fertilizers, mineral or chemical; potassic, potassium chloride",3104,6
VI,310430,"Fertilizers, mineral or chemical; potassic, potassium sulphate",3104,6
VI,310490,"Fertilizers, mineral or chemical; potassic, n.e.c. in heading no. 3104",3104,6
VI,3105,"Fertilizers; mineral or chemical, containing 2 or 3 of the elements nitrogen, phosphorus, potassium; other fertilisers; goods of chapter 31 in tablets or packages of gross weight not exceeding 10kg",31,4
VI,310510,"Fertilizers, mineral or chemical; in tablets or similar forms or in packages of a gross weight not exceeding 10kg",3105,6
VI,310520,"Fertilizers, mineral or chemical; containing the three fertilizing elements nitrogen, phosphorus and potassium",3105,6
VI,310530,"Fertilizers, mineral or chemical; diammonium hydrogenorthophosphate (diammonium phosphate)",3105,6
VI,310540,"Fertilizers, mineral or chemical; ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate)",3105,6
VI,310551,"Fertilizers, mineral or chemical; containing nitrates and phosphates",3105,6
VI,310559,"Fertilizers, mineral or chemical; containing the two fertilizing elements nitrogen and phosphorus, other than nitrates and phosphates",3105,6
VI,310560,"Fertilizers, mineral or chemical; containing the two fertilizing elements phosphorus and potassium",3105,6
VI,310590,"Fertilizers, mineral or chemical; n.e.c. in heading no. 3105",3105,6
VI,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",TOTAL,2
VI,3201,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives",32,4
VI,320110,Tanning extracts of vegetable origin; quebracho extract,3201,6
VI,320120,Tanning extracts of vegetable origin; wattle extract,3201,6
VI,320190,"Tanning extracts of vegetable origin; tannins and their salts, ethers, esters and other derivatives, (excluding quebracho or wattle extract)",3201,6
VI,3202,"Tanning substances; synthetic organic or inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances, enzymatic preparations for pre-tanning",32,4
VI,320210,Tanning substances; synthetic organic tanning substances,3202,6
VI,320290,"Tanning substances; inorganic tanning substances; tanning preparations, whether or not containing natural tanning substances; enzymatic preparations for pre- tanning",3202,6
VI,3203,"Colouring matter of vegetable or animal origin (including dyeing extracts, not animal black); whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin",32,4
VI,320300,"Colouring matter of vegetable or animal origin, including dyeing extracts not animal black, whether or not chemically defined; preparations based on colouring matter of vegetable or animal origin",3203,6
VI,3204,Synthetic organic colouring matter and preparations based thereon; synthetic organic products used as fluorescent brightening agents or as luminophores; whether or not chemically defined,32,4
VI,320411,Dyes; disperse dyes and preparations based thereon,3204,6
VI,320412,"Dyes; acid, whether or not premetallised and preparations based thereon, mordant dyes and preparations based thereon",3204,6
VI,320413,Dyes; basic dyes and preparations based thereon,3204,6
VI,320414,Dyes; direct dyes and preparations based thereon,3204,6
VI,320415,Dyes; vat dyes (including those usable in that state as pigments) and preparations based thereon,3204,6
VI,320416,Dyes; reactive dyes and preparations based thereon,3204,6
VI,320417,Dyes; pigments and preparations based thereon,3204,6
VI,320418,Dyes; carotenoid colouring matters and preparations based thereon,3204,6
VI,320419,"Dyes; n.e.c., including mixtures of colouring matter of two or more of those from item no. 3204.11 to 3204.19",3204,6
VI,320420,Dyes; synthetic organic products of a kind used as fluorescent brightening agents,3204,6
VI,320490,"Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined",3204,6
VI,3205,Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter,32,4
VI,320500,Colour lakes; preparations based on colour lakes as specified in note 3 to this chapter,3205,6
VI,3206,"Colouring matter and preparations thereof n.e.c. in heading no. 3203, 3204, 3205; inorganic products, kind used as luminophores whether or not chemically defined",32,4
VI,320611,"Colouring matter; pigments and preparations based on titanium dioxide, containing 80% or more by weight of titanium dioxide calculated on the dry matter",3206,6
VI,320619,"Colouring matter; pigments and preparations based on titanium dioxide, containing less than 80% by weight of titanium dioxide calculated on the dry weight",3206,6
VI,320620,Colouring matter; pigments and preparations based on chromium compounds,3206,6
VI,320641,Colouring matter; ultramarine and preparations based thereon,3206,6
VI,320642,Colouring matter; lithopone and other pigments and preparations based on zinc sulphide,3206,6
VI,320649,Colouring matter; other preparations n.e.c. in item no. 3206.4,3206,6
VI,320650,Colouring matter; inorganic products of a kind used as luminophores,3206,6
VI,3207,"Pigments, prepared; opacifiers, colours, vitrifiable enamels, glazes, engobes (slips), liquid lustres etc as used in the ceramic enamelling or glass industry; glass frit and powder, granules or flakes",32,4
VI,320710,"Pigments; prepared pigments, opacifiers, colours and similar preparations",3207,6
VI,320720,"Enamels and glazes; vitrifiable enamels and glazes, engobes (slips) and similar preparations",3207,6
VI,320730,Lustres; liquid lustres and similar preparations,3207,6
VI,320740,"Glass; glass frit and other glass, in the form of powder, granules or flakes",3207,6
VI,3208,"Paints, varnishes; (enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a non-aqueous medium",32,4
VI,320810,"Paints and varnishes; based on polyesters, dispersed or dissolved in a non-aqueous medium",3208,6
VI,320820,"Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium",3208,6
VI,320890,"Paints and varnishes; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium",3208,6
VI,3209,"Paints and varnishes (including enamels and lacquers) based on synthetic or chemically modified natural polymers, dispersed or dissolved in an aqueous medium",32,4
VI,320910,"Paints and varnishes; based on acrylic or vinyl polymers, dispersed or dissolved in an aqueous medium",3209,6
VI,320990,"Paints and varnishes; (based on polymers other than acrylic or vinyl), dispersed or dissolved in an aqueous medium",3209,6
VI,3210,"Paints and varnishes (including enamels, lacquers and distempers), excluding those of heading no. 3209, prepared water pigments of a kind used for finishing leather",32,4
VI,321000,"Paints and varnishes; (including enamels, lacquers and distempers), prepared water pigments of a kind used for finishing leather",3210,6
VI,3211,Driers; prepared,32,4
VI,321100,Driers; prepared,3211,6
VI,3212,"Pigments (metallic powders and flakes) dispersed in non-aqueous media in liquid or paste form, as used in manufacture of paints (including enamels); stamping foils, dyes etc in forms, packing for retail sale",32,4
VI,321210,"Pigments; of a kind used in the manufacture of paints, stamping foils",3212,6
VI,321290,"Pigments; of a kind used in the manufacture of paints, other than stamping foils",3212,6
VI,3213,"Colours; artists, students, or signboard painters, modifying tints, amusement colours and the like; in tablets, tubes, jars, bottles, pan or in similar forms or packings",32,4
VI,321310,"Colours; in sets, of a kind used by artists, students or signboard painters",3213,6
VI,321390,"Colours; (other than in sets), of a kind used by artists, students or signboard painters",3213,6
VI,3214,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; non-refractory surfacing preparations for facades, indoor walls, floors, ceilings or the like",32,4
VI,321410,Mastics; painters' fillings,3214,6
VI,321490,Mastics; n.e.c. in heading no. 3214,3214,6
VI,3215,"Ink; printing, writing or drawing ink and other inks; whether or not concentrated or solid",32,4
VI,321511,"Ink; for printing, black, whether or not concentrated or solid",3215,6
VI,321519,"Ink; for printing, other than black, whether or not concentrated or solid",3215,6
VI,321590,"Ink; writing, drawing and other inks, n.e.c. in heading no. 3215, whether or not concentrated or solid",3215,6
VI,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",TOTAL,2
VI,3301,"Oils; essential (concretes, absolutes); concentrates thereof in fats, fixed oils, waxes or the like (obtained by enfleurage or maceration); aqueous distillates, solutions and terpenic by-products thereof; resinoids; extracted oleoresins",33,4
VI,330112,"Oils, essential; of orange (terpeneless or not), including concretes and absolutes",3301,6
VI,330113,"Oils, essential; of lemon (terpeneless or not), including concretes and absolutes",3301,6
VI,330119,"Oils, essential; of citrus fruits n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes",3301,6
VI,330124,"Oils, essential; of peppermint (Mentha piperita), terpeneless or not, including concretes and absolutes",3301,6
VI,330125,"Oils, essential; of mints (excluding peppermint), terpeneless or not, including concretes and absolutes",3301,6
VI,330129,"Oils, essential; n.e.c. in heading no. 3301 (terpeneless or not), including concretes and absolutes",3301,6
VI,330130,Resinoids,3301,6
VI,330190,"Oils, essential; concentrates in fats, fixed oils, waxes and the like, terpenic by-products, aqueous distillates and solutions, extracted oleoresins, n.e.c. in heading no. 3301",3301,6
VI,3302,"Odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for beverage manufacture",33,4
VI,330210,Odoriferous substances and mixtures; of a kind used in the food or drink industries,3302,6
VI,330290,Odoriferous substances and mixtures; used as raw materials in industries other than the food or drink industries,3302,6
VI,3303,Perfumes and toilet waters,33,4
VI,330300,Perfumes and toilet waters,3303,6
VI,3304,"Cosmetic and toilet preparations; beauty, make-up and skin care preparations (excluding medicaments, including sunscreen or sun tan preparations), manicure or pedicure preparations",33,4
VI,330410,Cosmetic and toilet preparations; lip make-up,3304,6
VI,330420,Cosmetic and toilet preparations; eye make-up,3304,6
VI,330430,Cosmetic and toilet preparations; manicure or pedicure preparations,3304,6
VI,330491,"Cosmetic and toilet preparations; powders, whether or not compressed (excluding lip, eye, manicure or pedicure preparations)",3304,6
VI,330499,"Cosmetic and toilet preparations; n.e.c. in heading no. 3304, for the care of the skin (excluding medicaments, including sunscreen or sun tan preparations)",3304,6
VI,3305,Hair preparations; for use on the hair,33,4
VI,330510,Hair preparations; shampoos,3305,6
VI,330520,Hair preparations; for permanent waving or straightening,3305,6
VI,330530,Hair preparations; lacquers,3305,6
VI,330590,Hair preparations; n.e.c. in heading no. 3305,3305,6
VI,3306,"Oral or dental hygiene preparations; including fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages",33,4
VI,330610,Oral or dental hygiene preparations; dentifrices,3306,6
VI,330620,Oral or dental hygiene preparations; yarn used to clean between the teeth (dental floss),3306,6
VI,330690,Oral or dental hygiene preparations; other than dentifrices,3306,6
VI,3307,"Perfumery, cosmetic or toilet preparations; pre-shave, shaving, after-shave, bath preparations; personal deodorants and depilatories; room deodorisers, perfumed or not with disinfectant properties or not",33,4
VI,330710,"Perfumery, cosmetic or toilet preparations; pre-shave, shaving or after-shave preparations",3307,6
VI,330720,"Perfumery, cosmetic or toilet preparations; personal deodorants and antiperspirants",3307,6
VI,330730,"Perfumery, cosmetic or toilet preparations; perfumed bath salts and other bath preparations",3307,6
VI,330741,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms, agarbatti and other odoriferous preparations which operate by burning (including those used during religious rites)",3307,6
VI,330749,"Perfumes and deodorizers; perfuming or deodorizing preparations for rooms, (excluding those which operate by burning)",3307,6
VI,330790,Perfumes and deodorizers; perfuming or deodorizing preparations n.e.c. in heading no. 3307,3307,6
VI,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",TOTAL,2
VI,3401,"Soap; organic surface-active preparations used as soap, skin washing, in bars, cakes, moulded pieces, shapes, liquid or cream, containing soap or not; for retail, paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent",34,4
VI,340111,"Soap and organic surface-active products; in the form of bars, cakes, moulded shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, for toilet use (including medicated products)",3401,6
VI,340119,"Soap and organic surface-active products; in the form of bars, cakes, moulded shapes, and paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent, not for toilet use",3401,6
VI,340120,Soap; in forms n.e.c. in item no. 3401.11,3401,6
VI,340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap",3401,6
VI,3402,"Organic surface-active agents (not soap); surface-active, washing (including auxiliary washing) and cleaning preparations, containing soap or not, excluding those of heading no. 3401",34,4
VI,340231,"Anionic organic surface-active agents (other than soap); linear alkylbenzene sulphonic acids and their salts, whether or not put up for retail sale",3402,6
VI,340239,"Anionic organic surface-active agents (other than soap); other than linear alkylbenzene sulphonic acids and their salts, whether or not put up for retail sale",3402,6
VI,340241,"Organic surface-active agents; cationic (other than soap), whether or not put up for retail sale",3402,6
VI,340242,"Organic surface-active agents; non-ionic (other than soap), whether or not put up for retail sale",3402,6
VI,340249,"Organic surface-active agents; whether or not put up for retail sale, n.e.c. in item no. 3402",3402,6
